Entry	Gene names	Organism	Gene ontology IDs
I2SLW8	EC12264_3817	Escherichia coli 1.2264	GO:0000155; GO:0005622
I2SMQ5	zntB EC12264_3816	Escherichia coli 1.2264	GO:0005385; GO:0005886; GO:0016021
A0A0E0Y357	dbpA O3K_13605	Escherichia coli O104:H4 (strain 2011C-3493)	GO:0000027; GO:0003723; GO:0005524; GO:0005737; GO:0034459
A0A1D5BRW8	upp HMPREF1224_09376	Pseudomonas sp. P179	GO:0000287; GO:0004845; GO:0005525; GO:0006223; GO:0044206
D3H4I8	EC042_1525	Escherichia coli O44:H18 (strain 042 / EAEC)	
E1IVU5	HMPREF9348_04331	Escherichia coli MS 145-7	
A0A1R1UDZ8	EP55_12015	Escherichia coli N37139PS	GO:0003677
S4KFP9	A679_00605	Salmonella enterica subsp. enterica serovar Enteritidis str. 2010K-0284	
A0A0U1EYE2	exbB ERS157243_00566	Salmonella enterica subsp. enterica serovar Typhimurium str. DT104	GO:0008565; GO:0016021
A0A0F6BAY2	pyrI STM14_5352	Salmonella typhimurium (strain 14028s / SGSC 2262)	GO:0006207; GO:0006221; GO:0009347; GO:0016740; GO:0046872
S5HPS9	CFSAN002050_22730	Salmonella enterica subsp. enterica serovar Cubana str. CFSAN002050	GO:0016491
A0A0H3BM97	SNSL254_A3419	Salmonella newport (strain SL254)	GO:0016491; GO:0046872
S4KGY9	A680_02172	Salmonella enterica subsp. enterica serovar Enteritidis str. 2010K-0286	GO:0003700; GO:0006351; GO:0043565
M7RPJ5	A670_01022	Salmonella enterica subsp. enterica serovar Dublin str. UC16	GO:0016021
S4KSP9	A680_02169	Salmonella enterica subsp. enterica serovar Enteritidis str. 2010K-0286	GO:0004121; GO:0005737; GO:0006520; GO:0030170
A0A1S1C5N0	HMPREF2687_02690	Pseudomonas sp. HMSC059F05	
A0A1S1C5J3	HMPREF2687_02685	Pseudomonas sp. HMSC059F05	
A0A0P1DAC2	rhtB_1 PADK1_02060	Pseudomonas aeruginosa DK1	GO:0005886; GO:0006865; GO:0016021
M7SAD1	yidZ A670_02813	Salmonella enterica subsp. enterica serovar Dublin str. UC16	GO:0003677; GO:0003700; GO:0006351
S4KFP4	A679_00600	Salmonella enterica subsp. enterica serovar Enteritidis str. 2010K-0284	
T2PZ40	A675_01089	Salmonella enterica subsp. enterica serovar Enteritidis str. 2009K1726	
A0A0C6EAA8	AO964_11530	Pseudomonas aeruginosa	GO:0005215; GO:0009279; GO:0044179
B7L6Y6	malS EC55989_4028	Escherichia coli (strain 55989 / EAEC)	GO:0004556; GO:0005509; GO:0030980; GO:0042597; GO:0051692
A0A0E0Y5V0	O3K_24795	Escherichia coli O104:H4 (strain 2011C-3493)	
A0A1P8I634	pyrD SEERU717_14320	Salmonella enterica subsp. enterica serovar Rubislaw str. ATCC 10717	
A0A0H3QUE3	HMPREF1223_12123	Pseudomonas aeruginosa str. Stone 130	GO:0004852; GO:0033014
A0A146U0T0		Fundulus heteroclitus (Killifish) (Mummichog)	
A0A0I2L5X4	srlR AJR32_006040 ERS009810_00200 ERS428554_00638 SAMEA1569686_00817 SAMEA1569749_00406 SAMEA1569801_00633 SAMEA1569816_00473 SAMEA1569862_00402 SAMEA2054468_00672 SAMEA2054568_00667 SAMEA2054572_00585 SAMEA2054639_00482 SAMEA3356022_00639 SAMEA954713_00578 SAMN05216485_102336	Shigella sonnei	GO:0003677; GO:0003700; GO:0005622; GO:0006351
W1EYT1		Escherichia coli ISC7	GO:0005975; GO:0019146; GO:0046872; GO:0097367; GO:1901135
I2SMN8	norR EC12264_4084	Escherichia coli 1.2264	GO:0000160; GO:0003677; GO:0003700; GO:0005524; GO:0005622; GO:0006351; GO:0008134
T6A1G0	G716_02827	Escherichia coli HVH 41 (4-2677849)	GO:0009401; GO:0016021
A0A1N7VI29			
A0A028A6I6	BX06_18600	Escherichia coli O69:H11 str. 08-4661	GO:0005737; GO:0008982; GO:0009401
B7LEB6	srlD EC55989_2967	Escherichia coli (strain 55989 / EAEC)	GO:0009010
A0A1R2VD67	ddl BCA44_19465 BCA45_19670 BCA46_19670 BCA57_18960 BCA58_18545 BCA59_19685 BCA60_18840 BCA61_18870 BCA62_19675 BCA63_18850 BCA64_19495 BCA65_18540 BCA66_18140 BCA67_19645 BCA68_19750 BCA69_18170 BCA70_18175 BCA72_17460 BCA73_18495 BCA74_19895 BCA75_19680 BCA76_19365 BCA77_18545 BCA78_19290 BCA79_17525 BCA80_18835 BCA81_18965 BCA82_19315 BCA84_19470 BCA85_19510 BCA86_18220 BCA87_19635 BCA88_19670 BCA89_19665 BCA90_18850 BCA91_18260 BCA92_19680 BCA93_19510 BCA94_18210 BCA95_19670 BCA96_19470 BCA97_19655 BCA99_18920	Salmonella enteritidis	GO:0016874
A0A0E0XYV7	norV flrD O3K_06025	Escherichia coli O104:H4 (strain 2011C-3493)	GO:0005506; GO:0005737; GO:0009055; GO:0010181; GO:0016966
A0A073GAK9	norW flrR AC88_3229	Escherichia coli 3-267-03_S4_C1	GO:0005737; GO:0016731
A0A0E0Y489	O3K_15555	Escherichia coli O104:H4 (strain 2011C-3493)	
A0A0E0Y2D9	O3K_15560	Escherichia coli O104:H4 (strain 2011C-3493)	
A0A0E0Y254	O3K_15545	Escherichia coli O104:H4 (strain 2011C-3493)	GO:0005524
A0A0E0Y124	O3K_15550	Escherichia coli O104:H4 (strain 2011C-3493)	GO:0003824; GO:0046872
A0A0E0Y128	O3K_15575	Escherichia coli O104:H4 (strain 2011C-3493)	GO:0006950
A0A0E0Y494	O3K_15580	Escherichia coli O104:H4 (strain 2011C-3493)	
A0A0A8KDM2	AM266_22790	Escherichia coli	
A0A0G3RZ54	AB185_04725	Klebsiella oxytoca	
A0A1Q1PSZ1		Klebsiella pneumoniae	GO:0016757
G5Q9G8	LTSEMON_5079	Salmonella enterica subsp. enterica serovar Montevideo str. S5-403	
F4TMH7	corA ECJG_05159	Escherichia coli M718	GO:0005886; GO:0015087; GO:0015095; GO:0016021
A0A1G5IC08	rpsI BQ1898_01928	Acinetobacter baumannii	GO:0003735; GO:0005840; GO:0006412
A0A069Q8N6	ybdG mscM_1 AOY09_04835 PAERUG_E15_London_28_01_14_08305 PAMH19_1602	Pseudomonas aeruginosa	GO:0008381; GO:0016021; GO:0071470
A0A0P1D8X3	naiP_1 PADK1_01486	Pseudomonas aeruginosa DK1	GO:0016021; GO:0022857
A0A0V2DFQ0	ftsQ LFZ48_06115	Salmonella enterica subsp. salamae serovar 56:z10:e,n,x str. 1369-73	GO:0005887; GO:0032153; GO:0043093; GO:0090529
Q9HYE1	PA3465	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	GO:0016021
A0A0A8RBH3	PAMH19_1606	Pseudomonas aeruginosa	GO:0016788
A0A0F6RQE8	yiaO PAERUG_E15_London_28_01_14_05474 PAERUG_P32_London_17_VIM_2_10_11_01998	Pseudomonas aeruginosa	GO:0006810; GO:0030288
T2Q2Q8	A675_00097	Salmonella enterica subsp. enterica serovar Enteritidis str. 2009K1726	GO:0004585; GO:0005737; GO:0016597
A0A1S1BUC4	xseA HMPREF2687_10545	Pseudomonas sp. HMSC059F05	
A0A072ZQI9	AO964_02670 PAMH19_1305	Pseudomonas aeruginosa	GO:0003677; GO:0003700; GO:0006351
A0A1D5BXT7	HMPREF1224_07204	Pseudomonas sp. P179	GO:0005886; GO:0016021
T2QH69	A680_04943	Salmonella enterica subsp. enterica serovar Enteritidis str. 2010K-0286	
S4K2M5	argS A678_03432	Salmonella enterica subsp. enterica serovar Enteritidis str. 2010K-0271	GO:0004814; GO:0005524; GO:0005737; GO:0006420
S4J2Z1	A673_00326	Salmonella enterica subsp. enterica serovar Enteritidis str. 2009K0958	GO:0008658; GO:0016021
S4IVV1	A673_00325	Salmonella enterica subsp. enterica serovar Enteritidis str. 2009K0958	GO:0016787
A0A0F6B2N4	yecN STM14_2316	Salmonella typhimurium (strain 14028s / SGSC 2262)	GO:0016021
S5I096	cmoA CFSAN002050_16345	Salmonella enterica subsp. enterica serovar Cubana str. CFSAN002050	GO:0002098; GO:0008168; GO:0016743; GO:1904047
T2QHG3	cmoB A680_04941	Salmonella enterica subsp. enterica serovar Enteritidis str. 2010K-0286	GO:0002098; GO:0008168; GO:0016765
T2QHE1	cutC A680_04942	Salmonella enterica subsp. enterica serovar Enteritidis str. 2010K-0286	GO:0005507; GO:0005737; GO:0006878
A0A024KKB1	dapF PGA_00755	Escherichia coli D6-113.11	GO:0005737; GO:0008837; GO:0009089
T2QH76	A680_04948	Salmonella enterica subsp. enterica serovar Enteritidis str. 2010K-0286	GO:0009306; GO:0016021; GO:0044780
S4K0A0	A679_03440	Salmonella enterica subsp. enterica serovar Enteritidis str. 2010K-0284	
A0A0G2NJC7	SG9_0368	Salmonella enterica subsp. enterica serovar Gallinarum str. SG9	
A0A1S1C7J3	HMPREF2687_14760	Pseudomonas sp. HMSC059F05	GO:0004674
T2Q866	A677_02999	Salmonella enterica subsp. enterica serovar Enteritidis str. 2010K-0267	GO:0016021
A0A1D5BXF6	lpxB HMPREF1224_07070	Pseudomonas sp. P179	GO:0008915; GO:0009245
A0A1D5BWZ6	HMPREF1224_06986	Pseudomonas sp. P179	GO:0005524; GO:0008662
T1YCP8	SAKOR_02692	Staphylococcus aureus subsp. aureus CN1	
A0A133PW24	HMPREF3211_02175	Staphylococcus aureus	GO:0016021
A0A0E0VQW6	ST398NM01_1564	Staphylococcus aureus subsp. aureus 71193	GO:0003677; GO:0003700
T1Y845	SAKOR_00519	Staphylococcus aureus subsp. aureus CN1	GO:0003677; GO:0003700; GO:0006352; GO:0016987
A0A1N5ZPB2			
T1Y992	glyQS SAKOR_01512	Staphylococcus aureus subsp. aureus CN1	GO:0004820; GO:0005524; GO:0005737; GO:0006426
A0A0H3K2N9	MW0970	Staphylococcus aureus (strain MW2)	GO:0006813; GO:0008324
A0A181F202	qoxA SAMEA2445600_00068	Staphylococcus aureus	GO:0004129; GO:0005507; GO:0009486; GO:0016021; GO:0016682; GO:0022900
A0A1R2DEG8	rplQ BOH77_1901	Staphylococcus aureus M1057	GO:0005840
A0A0H2WZV0	SACOL0069	Staphylococcus aureus (strain COL)	
I6BAC0	SF285071_4349	Shigella flexneri 2850-71	
A0A1R1ZBC8	treR Y079_06285	Salmonella enterica subsp. enterica serovar Infantis str. CVM N31594	
A0A1L4GIA4			
W1MJZ6	M770_13970	Pseudomonas aeruginosa VRFPA03	GO:0005886; GO:0016021; GO:0046873
A0A1E9BT15	HMPREF2790_03450	Pseudomonas sp. HMSC066B11	
A0A1D5BRJ5	HMPREF1224_10979	Pseudomonas sp. P179	GO:0004222
A0A0P1DD85	PADK1_03144	Pseudomonas aeruginosa DK1	
A0A157WLP3	prsE SAMEA2273162_07562	Enterobacter cloacae	GO:0009306; GO:0016021
S4I6A0	A673_01928	Salmonella enterica subsp. enterica serovar Enteritidis str. 2009K0958	GO:0003677; GO:0003700; GO:0006351
A0A0C7CRP0	AOY09_02910 PAERUG_E15_London_28_01_14_04779 PAERUG_P32_London_17_VIM_2_10_11_01648	Pseudomonas aeruginosa	GO:0005215
A0A1Q5YCS6			
A0A1D5BR71	HMPREF1224_10988	Pseudomonas sp. P179	GO:0043565
A0A1D5BX14	glpK HMPREF1224_07006	Pseudomonas sp. P179	GO:0004370; GO:0005524; GO:0006072; GO:0019563
A0A1L4H0Q5			
A0A1G5D8M6	aroA BQ1898_00353	Acinetobacter baumannii	GO:0003866; GO:0004665; GO:0005737; GO:0006571; GO:0008977; GO:0009423
E9YG79	ERHG_02652	Escherichia coli TA007	GO:0008483; GO:0009058; GO:0030170
U9ZPW7	xerC HMPREF1599_03286	Escherichia coli 907713	GO:0003677; GO:0005737; GO:0006313; GO:0007049; GO:0007059; GO:0009037; GO:0051301
A0A0F6AZL8	pepN STM14_1199	Salmonella typhimurium (strain 14028s / SGSC 2262)	GO:0004177; GO:0008237; GO:0008270
A0A1S1C6H9	HMPREF2687_01465	Pseudomonas sp. HMSC059F05	
Q9RHD7	wbpO	Pseudomonas aeruginosa	GO:0000271; GO:0016616; GO:0016628; GO:0051287
Q02PW7	ihfB himD PA14_23340	Pseudomonas aeruginosa (strain UCBPP-PA14)	GO:0003677; GO:0005694; GO:0006310; GO:0006351; GO:0006355; GO:0006417
A0A1J0IS88			
A0A1S1C6B8	cmk HMPREF2687_01450	Pseudomonas sp. HMSC059F05	GO:0016301
S4I795	A673_01790	Salmonella enterica subsp. enterica serovar Enteritidis str. 2009K0958	
A0A1E9C739	HMPREF2790_20435	Pseudomonas sp. HMSC066B11	
A0A0H3BR61	SNSL254_A1597	Salmonella newport (strain SL254)	GO:0005215; GO:0016021; GO:0055085
A0A1S1AQT7	A7T25_03420	Salmonella enterica subsp. enterica serovar Bareilly	GO:0008233
S4ID09	A673_03254	Salmonella enterica subsp. enterica serovar Enteritidis str. 2009K0958	GO:0016021
A0A0F5BF49	pntB TM63_05265	Salmonella enterica subsp. salamae	GO:0005886; GO:0008750; GO:0016021; GO:0050661
T2QIX2	mdtI A680_04404	Salmonella enterica subsp. enterica serovar Enteritidis str. 2010K-0286	GO:0005886; GO:0015606; GO:0016021
M7RES4	mdtJ A670_04500	Salmonella enterica subsp. enterica serovar Dublin str. UC16	GO:0005886; GO:0015606; GO:0016021
A0A1P8I4Q0	SEERU717_12060	Salmonella enterica subsp. enterica serovar Rubislaw str. ATCC 10717	
S4JK43	A673_03246	Salmonella enterica subsp. enterica serovar Enteritidis str. 2009K0958	GO:0016021
T2QIW6	A680_04399	Salmonella enterica subsp. enterica serovar Enteritidis str. 2010K-0286	GO:0000166; GO:0008750; GO:0015992; GO:0016021
S4HWC5	A673_03250	Salmonella enterica subsp. enterica serovar Enteritidis str. 2009K0958	
A0A0C6EBA4	AO964_03685 PAERUG_E15_London_28_01_14_06491 PAERUG_P32_London_17_VIM_2_10_11_02106	Pseudomonas aeruginosa	GO:0016787
A0A1D5BQ56	HMPREF1224_10670	Pseudomonas sp. P179	GO:0016021
T9AU81	G938_04243	Escherichia coli UMEA 3200-1	GO:0008152; GO:0016787
A0A1G5G8A2	BQ1898_01151	Acinetobacter baumannii	
V6AHM5	PAMH27_3636	Pseudomonas aeruginosa MH27	GO:0003824; GO:0009058; GO:0030170
A0A0H3QP14	HMPREF1223_12881	Pseudomonas aeruginosa str. Stone 130	
A0A157WJ61	gltD_4 SAMEA2273162_06710	Enterobacter cloacae	GO:0004355; GO:0006537; GO:0051536
A0A1D5BQF8	HMPREF1224_10673	Pseudomonas sp. P179	GO:0008289
A0A1E9BTF3	HMPREF2790_01880	Pseudomonas sp. HMSC066B11	
A6V7L0	sdhA PSPA7_3691	Pseudomonas aeruginosa (strain PA7)	GO:0005886; GO:0006099; GO:0008177; GO:0022900; GO:0050660
A0A0H2ZFN6	amn PA14_12490	Pseudomonas aeruginosa (strain UCBPP-PA14)	GO:0008714; GO:0009116; GO:0044209
A0A1G5G7Y3	ppnP BQ1898_01147	Acinetobacter baumannii	GO:0004731; GO:0004850; GO:0009032; GO:0016154; GO:0047975
A0A1C7BK78	Q058_00883	Pseudomonas aeruginosa BL04	GO:0003677; GO:0006351; GO:0006355
A0A1E9C4T4	HMPREF2790_01095	Pseudomonas sp. HMSC066B11	
A0A1L4GNQ9			
A0A1G5L8D8	BQ1898_04126	Acinetobacter baumannii	GO:0016787
A0A0H2ZKR2	PA14_00925	Pseudomonas aeruginosa (strain UCBPP-PA14)	GO:0016021
A0A1J0IMW6			
V6A7H4	PAMH27_0040	Pseudomonas aeruginosa MH27	
A0A1D5BVC1	HMPREF1224_08319	Pseudomonas sp. P179	
Q9ZIB2	ppkA prkC_2 PAERUG_P32_London_17_VIM_2_10_11_04984	Pseudomonas aeruginosa	GO:0004674; GO:0005524
A0A0P1D540	macB_1 PADK1_00078	Pseudomonas aeruginosa DK1	GO:0005524; GO:0016887
G5PI58	secA LTSEMIS_0210	Salmonella enterica subsp. enterica serovar Mississippi str. A4-633	GO:0005524; GO:0005737; GO:0005886; GO:0006605; GO:0017038; GO:0046872; GO:0065002
A0A1E9C695	HMPREF2790_01060	Pseudomonas sp. HMSC066B11	GO:0004722
F8XC42	HMPREF9349_02362	Escherichia coli MS 79-10	GO:0003677; GO:0006351; GO:0006355
D8ESR2	HMPREF9345_04241	Escherichia coli MS 107-1	GO:0005337; GO:0016021
D6HYS4	psuG ECCG_00663	Escherichia coli B088	GO:0004730; GO:0016798; GO:0046113; GO:0046872
I2SY15	EC12264_2858	Escherichia coli 1.2264	GO:0016301; GO:0016773
D8ESQ9	HMPREF9345_04238	Escherichia coli MS 107-1	GO:0005351; GO:0005886; GO:0009401; GO:0016021; GO:0022877
A0A073GD59	AC88_2592	Escherichia coli 3-267-03_S4_C1	GO:0005524; GO:0008662
A0A0E0XY92	O3K_08600	Escherichia coli O104:H4 (strain 2011C-3493)	GO:0005215; GO:0005737; GO:0009401; GO:0016301
A0A0H3X7D1	PCN061_2258	Escherichia coli PCN061	
A0A026UN57	BW70_22755	Escherichia coli O174:H8 str. 04-3038	GO:0015542; GO:0016021
A0A1R1V110	EP55_06900	Escherichia coli N37139PS	
V6AL10	murC PAMH27_4919	Pseudomonas aeruginosa MH27	GO:0005524; GO:0005737; GO:0007049; GO:0008360; GO:0008763; GO:0009252; GO:0016021; GO:0051301; GO:0071555
S4IKV9	epmA A672_03138	Salmonella enterica subsp. enterica serovar Enteritidis str. 08-1080	GO:0004824; GO:0005524; GO:0005737; GO:0006430; GO:0016880; GO:0071915
T2Q158	A675_01174	Salmonella enterica subsp. enterica serovar Enteritidis str. 2009K1726	GO:0016021
A0A1D5BZD7	HMPREF1224_06783	Pseudomonas sp. P179	
A0A125X3V5	AB97_1990	Escherichia coli 1-110-08_S3_C1	
A0A125X3S0	AB97_1989	Escherichia coli 1-110-08_S3_C1	
A0A0E0Y0S3	O3K_12640	Escherichia coli O104:H4 (strain 2011C-3493)	
A0A0E0XZ37	O3K_12645	Escherichia coli O104:H4 (strain 2011C-3493)	
A0A066Q7F0	A5958_23655 ACN81_27475 AMK83_03210 BBZ52_13860 BK259_16875 BK334_04670 BK334_24775 BK375_26450 ECONIH1_14540 ERS085374_03596 ERS085386_05263 UN86_10890 UN91_11820	Escherichia coli	
A0A0E0XZF7	O3K_12655	Escherichia coli O104:H4 (strain 2011C-3493)	
A0A029HZ92	AD23_1725	Escherichia coli 2-005-03_S4_C3	
A0A0E0XZ38	O3K_12670	Escherichia coli O104:H4 (strain 2011C-3493)	
A0A0M7PR78	dmsB_4 ERS372666_04665	Achromobacter sp.	
D8AU78	HMPREF9541_04370	Escherichia coli MS 116-1	GO:0009055; GO:0009389; GO:0030151; GO:0051539
W8U6S6	sdhC AYM22_06085 AYM23_06085 AYM24_06085 AYM25_05750 AYM26_06075 AYM27_06085 AYM28_06085 AYM29_06085 AYM30_06085 AYM31_06085 AYM32_06085 AYM33_06055 AYM34_06075 AYM35_06050 AYM36_06050 AYM37_06085 BN1321_230070 BO217_1525 BVV32_04270 BZP34_04895 ERS072738_01773 ERS072840_02508 ERS073071_01313 ERS073147_01511 ERS073583_01329 ERS074020_01728 HMPREF3211_00826 SAMEA3448837_00834	Staphylococcus aureus	GO:0016021; GO:0016627
Q2G0U4	SAOUHSC_00433	Staphylococcus aureus (strain NCTC 8325)	GO:0016021
A0A0E1X439	HMPREF0769_11838	Staphylococcus aureus subsp. aureus MN8	GO:0016021
T1Y9H8	SAKOR_01572	Staphylococcus aureus subsp. aureus CN1	
A0A0E1AJA5	SAZ172_0853	Staphylococcus aureus subsp. aureus Z172	
T1YBZ5	SAKOR_01874	Staphylococcus aureus subsp. aureus CN1	GO:0005886; GO:0016021
A0A0H3JQ41	SAV0297	Staphylococcus aureus (strain Mu50 / ATCC 700699)	GO:0016021
Q2FWN8	SAOUHSC_02244	Staphylococcus aureus (strain NCTC 8325)	GO:0008237; GO:0046872
A0A077ULC5	rpmA AYM22_09115 AYM23_09115 AYM24_09115 AYM25_08785 AYM26_09110 AYM27_09120 AYM28_09120 AYM29_09120 AYM30_09120 AYM31_09120 AYM32_09120 AYM33_09090 AYM34_09110 AYM35_09085 AYM36_09085 AYM37_09120 BN1321_260283 BO217_1962 BVV32_05080 BZP34_02210 ERS072738_02397 ERS072840_00777 ERS073071_00113 ERS073147_00127 ERS073583_00113 ERS074020_02382 ERS140147_00927 HMPREF3211_01797 SAMEA2445518_00238 SAMEA3448837_00269	Staphylococcus aureus	GO:0003735; GO:0005840; GO:0006412
A0A1E8WYH0	trpB HMPREF2819_02215	Staphylococcus sp. HMSC055H04	GO:0004834
U9ZKD5	HMPREF1620_04461	Escherichia coli 909945-2	GO:0003887; GO:0006260; GO:0008408
W1BJX2	rsmC	Klebsiella pneumoniae IS22	GO:0003676; GO:0005737; GO:0052914
A0A069XLH0	AD17_2900	Escherichia coli 3-373-03_S4_C2	GO:0016021
B7LEL4	fhuF EC55989_5029	Escherichia coli (strain 55989 / EAEC)	GO:0051537
A0A069XIU6	osmY AD17_2911	Escherichia coli 3-373-03_S4_C2	
A0A069XLH6	prfC AD17_2910	Escherichia coli 3-373-03_S4_C2	GO:0003924; GO:0005525; GO:0005737; GO:0006449; GO:0016149
E2QLD3	yjjG A9R57_15220 AC067_06625 AML35_18225 AN206_21820 APT94_26740 APU18_05665 AWF22_24400 AWG90_07405 AWP75_12375 BJJ90_22385 BK259_18360 BK334_23565 BK373_02385 BK375_05700 BK383_08005 BMT49_01140 BTW13_08965 BUE81_16795 BUE82_21070 ERS150873_03695 FORC31_4073 GJ11_27110 HMPREF3040_05608 MJ49_07200 MS6198_51550 OK10_17610 UC41_15685 UN86_17355 WM48_24640	Escherichia coli	GO:0008253
B7LEL8	rimI EC55989_5034	Escherichia coli (strain 55989 / EAEC)	GO:0005737; GO:0006474; GO:0008999
V6AID1	yegH PAMH27_3945	Pseudomonas aeruginosa MH27	GO:0016021; GO:0016614; GO:0050660
Q9I414	PA1330	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	GO:0005622; GO:0016491; GO:1901575
A0A069XJS4	AD17_2913	Escherichia coli 3-373-03_S4_C2	GO:0016042; GO:0016787
A0A1S1C0X2	HMPREF2687_25375	Pseudomonas sp. HMSC059F05	GO:0008168
A0A1D5BPU2	HMPREF1224_10427	Pseudomonas sp. P179	GO:0003676; GO:0008236; GO:0046872
V6AIU5	ilvA3 ilvA PAMH27_3949	Pseudomonas aeruginosa MH27	GO:0004794; GO:0009097; GO:0030170
C0Q7C4	SPC_4598	Salmonella paratyphi C (strain RKS4594)	GO:0006525; GO:0008804
C0PW58	cspE SPC_0644	Salmonella paratyphi C (strain RKS4594)	GO:0003677; GO:0005737; GO:0006355
Q9I3D4	sdhB PA1584	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	GO:0005886; GO:0006099; GO:0009055; GO:0009060; GO:0016491; GO:0022904; GO:0051536; GO:0051537; GO:0051538; GO:0051539
M7RJI7	A670_01096	Salmonella enterica subsp. enterica serovar Dublin str. UC16	
A0A1D5BQJ5	HMPREF1224_10681	Pseudomonas sp. P179	GO:0004148; GO:0005623; GO:0045454; GO:0050660
S4M1Q0	A680_03120	Salmonella enterica subsp. enterica serovar Enteritidis str. 2010K-0286	GO:0005215
A0A1S1BZP9	HMPREF2687_27780	Pseudomonas sp. HMSC059F05	GO:0004674
A0A1G5LV66	recG BQ1898_05418	Acinetobacter baumannii	GO:0003676; GO:0004003; GO:0005524; GO:0006281; GO:0006310
A0A1S1BV94	HMPREF2687_07985	Pseudomonas sp. HMSC059F05	GO:0016301
A0A1L3PIZ3			
A0A1E9C1B9	HMPREF2790_25430	Pseudomonas sp. HMSC066B11	GO:0003677; GO:0003700; GO:0006351
A0A0H3QJJ0	HMPREF1223_14033	Pseudomonas aeruginosa str. Stone 130	GO:0016491
A0A1G5LV78	rubA2 BQ1898_05423	Acinetobacter baumannii	GO:0005506; GO:0009055; GO:0055114
A0A157Z047	SAMEA2273162_01094	Enterobacter cloacae	
A0A072ZJF2	hupB_3 hupB_1 hupB_2 AO896_07010 AO964_10055 AOY09_00232 PAERUG_E15_London_28_01_14_10539 PAERUG_P32_London_17_VIM_2_10_11_03051 PAMH19_3284	Pseudomonas aeruginosa	GO:0003677; GO:0030261
D8EIM8	gabT HMPREF9345_00973	Escherichia coli MS 107-1	GO:0003867; GO:0009448; GO:0030170
S4K2J6	A679_03762	Salmonella enterica subsp. enterica serovar Enteritidis str. 2010K-0284	GO:0003755; GO:0016021
A0A1Q5YPK6			
A0A1S1BZZ5	HMPREF2687_28210	Pseudomonas sp. HMSC059F05	GO:0016740
S4KY35	A680_00370	Salmonella enterica subsp. enterica serovar Enteritidis str. 2010K-0286	
S4KQT6	frdD A680_03121	Salmonella enterica subsp. enterica serovar Enteritidis str. 2010K-0286	GO:0005886; GO:0006106; GO:0016021
A0A0H2Z8D6	PA14_42870	Pseudomonas aeruginosa (strain UCBPP-PA14)	
A0A0H3NJ56	SL1344_4440	Salmonella typhimurium (strain SL1344)	
S5I1X4	CFSAN002050_06050	Salmonella enterica subsp. enterica serovar Cubana str. CFSAN002050	
A0A0H3BV67	SNSL254_A4866	Salmonella newport (strain SL254)	GO:0003677; GO:0003700; GO:0006351
S4I9I6	A673_02598	Salmonella enterica subsp. enterica serovar Enteritidis str. 2009K0958	GO:0006520; GO:0036361
A0A0W6QRF1			
T2Q574	A677_04006	Salmonella enterica subsp. enterica serovar Enteritidis str. 2010K-0267	GO:0005737; GO:0008237; GO:0008798; GO:0016810; GO:0046872
A0A1S1AYV9	A7T43_13915	Salmonella anatum	
M7S5V0	A670_04474	Salmonella enterica subsp. enterica serovar Dublin str. UC16	GO:0016021
A0A0P1DDN6	puuB_8 PADK1_03472	Pseudomonas aeruginosa DK1	GO:0016491
A0A1G5KQ67	dmlR_19 BQ1898_03494	Acinetobacter baumannii	GO:0003677; GO:0003700; GO:0006351
A0A157W5B8	sucD_2 sucD SAMEA2273162_04144	Enterobacter cloacae	GO:0000166; GO:0004775; GO:0006099; GO:0048037
A0A1P8QH45			
T2PQN4	A675_04114	Salmonella enterica subsp. enterica serovar Enteritidis str. 2009K1726	GO:0003677; GO:0003700; GO:0006351
A0A1G5LVF4	aroB BQ1898_05456	Acinetobacter baumannii	GO:0003856; GO:0005737; GO:0009073; GO:0009423
A0A1D5BP77	HMPREF1224_08487	Pseudomonas sp. P179	GO:0015035; GO:0042597; GO:0045454
A0A157V515	hisA_1 hisA SAMEA2273162_02351	Enterobacter cloacae	GO:0000105; GO:0003949; GO:0005737
A0A0F5B770	TM63_19230	Salmonella enterica subsp. salamae	GO:0016787
V6AHS6	sucC PAMH27_3701	Pseudomonas aeruginosa MH27	GO:0000287; GO:0004775; GO:0005524; GO:0006099
A0A1F0IRI5	HMPREF3014_20335	Pseudomonas sp. HMSC065H01	GO:0003677; GO:0003700; GO:0006351
S4L312	queC A680_00372	Salmonella enterica subsp. enterica serovar Enteritidis str. 2010K-0286	GO:0005524; GO:0008270; GO:0008616; GO:0016879
W1V4T4	Q610_ECBC00088G0003	Escherichia coli DORA_B_14	GO:0003677; GO:0003700; GO:0006351
A0A0E1VRF6	msrA HMPREF0776_2445	Staphylococcus aureus subsp. aureus USA300_TCH959	GO:0006464; GO:0008113
B0FP55	regA	Pseudomonas aeruginosa	
A0A0E1X5G9	thyA HMPREF0769_12320	Staphylococcus aureus subsp. aureus MN8	GO:0004799; GO:0005737; GO:0006231; GO:0006235
